city,companyFullName,education,financeStage,jobNature,positionAdvantage,positionName,salary,workYear
北京,永杨安风（北京）科技有限公司,本科,B轮,全职,"移动互联网,绩效奖金,妹子多,国外团建",资深Python工程师,35k-45k,3-5年
深圳,平安科技（深圳）有限公司,本科,不需要融资,全职,世界500强 带薪年假 节日福利 绩效丰厚,Python后台开发工程师（深圳）,10k-15k,不限
上海,上海果雪信息科技有限公司,本科,A轮,全职,"技术牛,福利好,氛围好,老板牛",Python 工程师,15k-30k,3-5年
北京,北京钱方银通科技有限公司,本科,B轮,全职,六险一金，带薪年假，年度体检，自由氛围。,Python开发工程师,25k-30k,3-5年
成都,四川长虹电器股份有限公司,本科,上市公司,全职,"五险一金,年终奖,项目奖",python工程师,8k-15k,3-5年
北京,博瑞天下（北京)科技有限公司,本科,A轮,全职,"核心产品,团队氛围好,业务前景大,指导新人",高级python工程师,20k-35k,3-5年
上海,上海众言网络科技有限公司,大专,B轮,全职,"季度旅游,带薪年假,下午茶,股票期权",高级Python开发,12k-24k,3-5年
广州,广州机智云物联网科技有限公司,本科,B轮,全职,"五险一金,绩效奖金,交通补贴,弹性工作制",python开发,10k-15k,1-3年
北京,北京高思博乐教育科技股份有限公司,本科,上市公司,全职,"领导好,氛围好,成长快,平台广阔",Python工程师-大数据方向,15k-30k,3-5年
上海,上海拍拍贷金融信息服务有限公司,本科,上市公司,全职,晋升空间大、福利好,python工程师,12k-24k,3-5年
北京,北京钱方银通科技有限公司,本科,B轮,全职,"试用期全薪,餐补,六险一金,年终奖",Python开发,20k-30k,3-5年
北京,北京艾唯博瑞科技有限公司,本科,未融资,全职,绩效奖金带薪年假五险一金岗位晋升,python研发工程师,15k-25k,3-5年
武汉,北京阿博茨科技有限公司,本科,A轮,全职,"人工智能,大数据,金融科技",Python开发工程师,10k-20k,3-5年
北京,博瑞天下（北京)科技有限公司,本科,A轮,全职,"竞争力薪酬,年终奖金,实力团队,福利多",python工程师,10k-20k,1-3年
南京,北京爱唯光石信息技术有限公司,本科,不需要融资,全职,弹性工作无需打卡、氛围好福利好，学习机会,Python高级开发工程师,15k-25k,3-5年
北京,北京掌控世代科技有限公司,本科,A轮,全职,行业第一 技术导向 大用户 大数据 超强团队,Python研发中级工程师,15k-30k,3-5年
石家庄,石家庄佳诚网络技术有限公司,大专,未融资,全职,"五险一金,带薪年假,定期体检,不加班",python开发工程师,6k-9k,1-3年
上海,上海基分文化传播有限公司,大专,不需要融资,全职,"平均15薪,餐补,六险一金",Python开发工程师,20k-35k,3-5年
北京,北京九州云动科技有限公司,本科,B轮,全职,海量数据、氛围轻松、项目奖金,Python,15k-30k,1-3年
北京,人人行科技有限公司,本科,C轮,全职,九鼎控股；有钱任性；六险一金；福利好,高级Python,25k-35k,3-5年
苏州,苏州睿小麟教育科技有限公司,本科,天使轮,全职,"弹性工作,硅谷文化,国际化团队,股权激励",资深Python研发工程师,15k-25k,3-5年
深圳,顺丰科技有限公司,本科,不需要融资,全职,"开发,能力论英雄",Python开发,20k-30k,3-5年
广州,广东修炼科技股份有限公司,大专,不需要融资,全职,"大咖带队,妹子多,氛围好,实力强",Python 开发工程师,8k-16k,1-3年
上海,深圳市房多多网络科技有限公司,本科,C轮,全职,平台好，发展广阔，技术大牛多,Python研发工程师,15k-30k,1-3年
北京,北京中铁信科技有限公司,本科,不需要融资,全职,前景好，平台广阔，福利完善,Python 中级研发工程师,15k-30k,3-5年
厦门,厦门市咕啦电子商务有限责任公司,大专,A轮,全职,"五险一金,调薪调岗,福利待遇优,周末双休",Python开发,6k-10k,1-3年
厦门,厦门笨鸟电子商务有限公司,本科,B轮,全职,"高新企业,牛人多,扁平化,五险一金",Python工程师,8k-15k,3-5年
西安,西安逆袭网络科技有限公司,本科,A轮,全职,"弹性工作,扁平管理,五险一金,健身福利",Python开发工程师,10k-20k,3-5年
北京,高德软件有限公司,本科,上市公司,全职,大平台，股票期权，免费班车,高德-python开发高级工程师,18k-36k,3-5年
上海,上海坤亿信息技术有限公司,本科,不需要融资,全职,弹性工作 大型美资企业,python开发工程师,14K-20K,5-10年
上海,上海优刻得信息科技有限公司,本科,D轮及以上,全职,"六险一金,弹性工作,年终旅游,技术挑战",初级Python开发工程师,15k-25k,1-3年
上海,达疆网络科技（上海）有限公司,本科,D轮及以上,全职,平台稳定，团队快速发展,后端python工程师,15k-25k,1-3年
北京,光合新知（北京）科技有限公司,大专,C轮,全职,"年假15天,免费早午餐,极客范儿,学习氛围好",Python Web开发工程师,15k-30k,1-3年
北京,北京摩尔妈咪网络科技有限公司,本科,A轮,全职,"高薪,氛围轻松,成长空间大,背景好",Python开发工程师,30k-50k,3-5年
深圳,深圳市有鱼智能科技有限公司,本科,上市公司,全职,"上市公司,弹性工作制,大牛多,发展空间大",Python开发工程师,10k-20k,1-3年
北京,会找房（北京）网络技术有限公司,本科,C轮,全职,"弹性工作制,股票期权,行业巨头,地铁周边",高级python开发工程师,15k-30k,3-5年
杭州,武汉佰钧成技术有限责任公司,本科,不需要融资,全职,"大牛,最新领域,技术,美女",Python开发工程师(云栖小镇),10k-18k,1-3年
北京,北京数美时代科技有限公司,硕士,B轮,全职,"飞速发展,技术氛围浓,大牛担任导",python研发工程师,15k-30k,1年以下
广州,海南元游信息技术有限公司广州分公司,本科,不需要融资,全职,"包餐,加班费,六险一金,绩效奖",Python开发工程师,8k-15k,1-3年
北京,北京旷视科技有限公司,本科,C轮,全职,大牛多,Python后端工程师,25k-50k,3-5年
上海,上海优刻得信息科技有限公司,本科,D轮及以上,全职,"六险一金,弹性工作,年终旅游,技术挑战",高级Python开发工程师,25k-35k,5-10年
上海,上海知助数据科技有限公司,本科,天使轮,全职,"前沿研究,弹性工作,员工期权",Python,12k-17k,不限
大连,悦视光合科技（大连）有限公司,本科,不需要融资,全职,"极客氛围,福利好,领导好",python研发工程师,6k-12k,1-3年
北京,企鹅创新（北京）科技有限公司,本科,天使轮,全职,"Djang,主流Web,数据库",Python工程师,25k-35k,1-3年
北京,维我软件（上海）有限公司北京分公司,本科,上市公司,全职,"纽交所上市,云计算,SaaS,生命科学",高级Python开发工程师,20k-30k,3-5年
深圳,上海炽聚网络科技有限公司,本科,A轮,全职,热点行业，五险一金，待遇从优,Python开发工程师,12K-20K,1-3年
上海,蜜柚网络科技（上海）有限公司,本科,不需要融资,全职,"大牛带你飞,零食不断,过亿用户",高级Python开发工程师,25k-50k,3-5年
深圳,深圳市杉岩数据技术有限公司,本科,A轮,全职,"领导好,发展空间大,9点半上班,扁平化管理",高级Python开发工程师,16k-23k,3-5年
北京,车好多旧机动车经纪(北京)有限公司,本科,B轮,全职,核心部门、团队氛围nice、期权奖励,高级python开发工程师,20k-40k,3-5年
北京,上海微创软件股份有限公司北京分公司,本科,不需要融资,全职,"六险一金,带薪病假,节假日福利,技术氛围浓",Python开发工程师（微软）,10k-15k,3-5年
上海,北京京东世纪贸易有限公司,本科,上市公司,全职,"平台大,前景好,福利高,待遇好",Python资深开发工程师,18k-36k,5-10年
北京,北京数美时代科技有限公司,硕士,B轮,全职,"飞速发展,技术氛围浓,待遇好,发展快",python研发工程师,15k-30k,1年以下
北京,北京弥财投资咨询有限公司,本科,A轮,全职,"金融科技,行业先驱,技术大牛,优秀同事",高级Python开发工程师,20k-40k,5-10年
上海,上海驻云信息科技有限公司,大专,C轮,全职,"阿里云,晋升快,空间大",Python开发工程师,15k-25k,3-5年
北京,联想（北京）有限公司,本科,上市公司,全职,平台好 福利待遇优厚,Python开发工程师,17k-18k,3-5年
北京,联想（北京）有限公司,本科,上市公司,全职,平台好 福利待遇优厚,Python开发工程师,17k-18k,3-5年
上海,上海基分文化传播有限公司,大专,不需要融资,全职,"六险一金,平均16薪,餐补,弹性上班",Python开发工程师,20k-35k,3-5年
广州,广州中国科学院计算机网络信息中心,本科,不需要融资,全职,"六险一金,周末双休,节日福利",高级python开发工程师,15k-20k,3-5年
北京,北京智分科技有限公司,本科,不需要融资,全职,"Geek范,清华系,福利待遇好,股票期权",高级Python开发工程师,25k-45k,3-5年
北京,北京世纪好未来教育科技有限公司,本科,上市公司,全职,上市公司，六险一金，住房无息，福利待遇好,家长帮-Python/Django web开发工程师,20k-35k,3-5年
北京,北京步鼎方舟科技有限公司,本科,B轮,全职,一日三餐、带薪年假、弹性工作、六险一金,Python高级开发工程师,20k-30k,3-5年
北京,北京摩尔妈咪网络科技有限公司,本科,A轮,全职,"高薪,氛围轻松,环境优越",Python开发工程师,20k-40k,1-3年
北京,北京第三石科技发展有限公司,本科,B轮,全职,良好的技术氛围，丰厚的福利待遇,Python高级开发工程师,18k-36k,3-5年
